model_a,model_b,overlap_question_count,joined_prompt_overlap_count,union_question_count,jaccard_overlap
DeepSeek-R1-Distill-Qwen-32B,deepseek-v3-0324,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,dracarys2-72b-instruct,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,dracarys2-llama-3.1-70b-instruct,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemini-1.5-flash-001,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gemini-1.5-flash-002,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gemini-1.5-flash-8b-001,50,50,418,0.11961722488038277
DeepSeek-R1-Distill-Qwen-32B,gemini-1.5-flash-8b-exp-0827,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gemini-1.5-flash-8b-exp-0924,318,318,318,1.0
DeepSeek-R1-Distill-Qwen-32B,gemini-1.5-flash-exp-0827,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gemini-1.5-pro-001,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gemini-1.5-pro-002,318,318,494,0.6437246963562753
DeepSeek-R1-Distill-Qwen-32B,gemini-1.5-pro-exp-0801,218,218,394,0.5532994923857868
DeepSeek-R1-Distill-Qwen-32B,gemini-1.5-pro-exp-0827,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gemini-2.0-flash,0,0,418,0.0
DeepSeek-R1-Distill-Qwen-32B,gemini-2.0-flash-001,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemini-2.0-flash-exp,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemini-2.0-flash-lite-001,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemini-2.0-flash-lite-preview-02-05,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemini-2.0-flash-thinking-exp-01-21,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemini-2.0-flash-thinking-exp-1219,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemini-2.0-pro-exp-02-05,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemini-2.5-pro-exp-03-25,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemini-exp-1114,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gemini-exp-1121,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gemini-exp-1206,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemma-1.1-7b-it,218,218,394,0.5532994923857868
DeepSeek-R1-Distill-Qwen-32B,gemma-2-27b-it,318,318,494,0.6437246963562753
DeepSeek-R1-Distill-Qwen-32B,gemma-2-9b-it,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gemma-3-12b-it,50,50,418,0.11961722488038277
DeepSeek-R1-Distill-Qwen-32B,gemma-3-27b-it,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gemma-3-4b-it,50,50,418,0.11961722488038277
DeepSeek-R1-Distill-Qwen-32B,gpt-3.5-turbo-0125,218,218,394,0.5532994923857868
DeepSeek-R1-Distill-Qwen-32B,gpt-3.5-turbo-1106,218,218,394,0.5532994923857868
DeepSeek-R1-Distill-Qwen-32B,gpt-4-0125-preview,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gpt-4-0613,218,218,394,0.5532994923857868
DeepSeek-R1-Distill-Qwen-32B,gpt-4-1106-preview,218,218,394,0.5532994923857868
DeepSeek-R1-Distill-Qwen-32B,gpt-4-turbo-2024-04-09,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gpt-4.5-preview-2025-02-27,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,gpt-4o-2024-05-13,318,318,394,0.8071065989847716
DeepSeek-R1-Distill-Qwen-32B,gpt-4o-2024-08-06,318,318,494,0.6437246963562753
DeepSeek-R1-Distill-Qwen-32B,gpt-4o-2024-11-20,318,318,494,0.6437246963562753
DeepSeek-R1-Distill-Qwen-32B,gpt-4o-mini-2024-07-18,318,318,494,0.6437246963562753
DeepSeek-R1-Distill-Qwen-32B,grok-2,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,grok-2-1212,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,grok-2-mini,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,grok-3,268,268,318,0.8427672955974843
DeepSeek-R1-Distill-Qwen-32B,grok-3-beta,318,318,393,0.8091603053435115
DeepSeek-R1-Distill-Qwen-32B,grok-3-mini-reasoning-beta,318,318,318,1.0
DeepSeek-R1-Distill-Qwen-32B,grok-beta,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,hermes-3-llama-3.1-70b,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,hunyuan-turbos-20250313,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,lcb-math-qwen2-72b-instructv3-merged-50,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,learnlm-1.5-pro-experimental,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,llama-2-7b-chat-hf,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,llama-3.1-nemotron-70b-instruct,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,llama-3.3-70b-instruct-turbo,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,llama-4-maverick-17b-128e-instruct,280,280,418,0.6698564593301436
DeepSeek-R1-Distill-Qwen-32B,mathstral-7B-v0.1,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,meta-llama-3-70b-instruct,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,meta-llama-3-8b-instruct,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,meta-llama-3.1-405b-instruct-turbo,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,meta-llama-3.1-70b-instruct-turbo,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,meta-llama-3.1-8b-instruct-turbo,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,mistral-7b-instruct-v0.2,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,mistral-large,0,0,418,0.0
DeepSeek-R1-Distill-Qwen-32B,mistral-large-2402,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,mistral-large-2407,318,318,393,0.8091603053435115
DeepSeek-R1-Distill-Qwen-32B,mistral-large-2411,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,mistral-small-2402,318,318,393,0.8091603053435115
DeepSeek-R1-Distill-Qwen-32B,mistral-small-2409,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,mistral-small-2501,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,mistral-small-2503,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,mixtral-8x22b-instruct-v0.1,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,mixtral-8x7b-instruct-v0.1,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,o1,128,128,318,0.4025157232704403
DeepSeek-R1-Distill-Qwen-32B,o1-2024-12-17-high,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,o1-2024-12-17-low,318,318,318,1.0
DeepSeek-R1-Distill-Qwen-32B,o1-2024-12-17-medium,318,318,318,1.0
DeepSeek-R1-Distill-Qwen-32B,o1-mini-2024-09-12,318,318,493,0.6450304259634888
DeepSeek-R1-Distill-Qwen-32B,o1-preview-2024-09-12,318,318,393,0.8091603053435115
DeepSeek-R1-Distill-Qwen-32B,o3-mini-2025-01-31-high,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,o3-mini-2025-01-31-low,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,o3-mini-2025-01-31-medium,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,olmo-2-1124-13b-instruct,318,318,318,1.0
DeepSeek-R1-Distill-Qwen-32B,open-mistral-nemo,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,open-mixtral-8x22b,140,140,418,0.3349282296650718
DeepSeek-R1-Distill-Qwen-32B,open-mixtral-8x7b,40,40,318,0.12578616352201258
DeepSeek-R1-Distill-Qwen-32B,perplexity-sonar-reasoning,38,38,318,0.11949685534591195
DeepSeek-R1-Distill-Qwen-32B,phi-3-medium-4k-instruct,50,50,318,0.15723270440251572
DeepSeek-R1-Distill-Qwen-32B,phi-3-mini-128k-instruct,115,115,318,0.36163522012578614
DeepSeek-R1-Distill-Qwen-32B,phi-3-mini-4k-instruct,115,115,318,0.36163522012578614
DeepSeek-R1-Distill-Qwen-32B,phi-3-small-8k-instruct,50,50,318,0.15723270440251572
DeepSeek-R1-Distill-Qwen-32B,phi-4,228,228,418,0.5454545454545454
DeepSeek-R1-Distill-Qwen-32B,qwen1.5-0.5b-chat,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,qwen1.5-1.8b-chat,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,qwen1.5-110b-chat,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,qwen1.5-4b-chat,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,qwen1.5-72b-chat,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,qwen1.5-7b-chat,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,qwen2-72b-instruct,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,qwen2-math-72b-instruct,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,qwen2.5-72b-instruct-turbo,15,15,418,0.03588516746411483
DeepSeek-R1-Distill-Qwen-32B,qwen2.5-7b-instruct-turbo,15,15,418,0.03588516746411483
DeepSeek-R1-Distill-Qwen-32B,qwen2.5-coder-32b-instruct,0,0,416,0.0
DeepSeek-R1-Distill-Qwen-32B,qwen2.5-max,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,qwq-32b,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,qwq-32b-preview,318,318,418,0.7607655502392344
DeepSeek-R1-Distill-Qwen-32B,reflection-llama-3.1-70b,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,sky-t1-32b-preview,318,318,318,1.0
DeepSeek-R1-Distill-Qwen-32B,sonar,318,318,393,0.8091603053435115
DeepSeek-R1-Distill-Qwen-32B,sonar-pro,318,318,318,1.0
DeepSeek-R1-Distill-Qwen-32B,starling-lm-7b-beta,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,step-2-16k-202411,318,318,493,0.6450304259634888
DeepSeek-R1-Distill-Qwen-32B,vicuna-7b-v1.5,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,vicuna-7b-v1.5-16k,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,wbot-4:347b_no_s,318,318,318,1.0
DeepSeek-R1-Distill-Qwen-32B,yi-6b-chat,15,15,318,0.04716981132075472
DeepSeek-R1-Distill-Qwen-32B,zephyr-7b-alpha,218,218,393,0.55470737913486
DeepSeek-R1-Distill-Qwen-32B,zephyr-7b-beta,218,218,393,0.55470737913486
DeepSeek-V2-Lite-Chat,Dracarys2-72B-Instruct,0,0,394,0.0
DeepSeek-V2-Lite-Chat,Llama-2-7b-chat-hf,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Llama-3.1-Nemotron-70B-Instruct-HF,0,0,394,0.0
DeepSeek-V2-Lite-Chat,Meta-Llama-3-70B-Instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Meta-Llama-3-8B-Instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Meta-Llama-3.1-405B-Instruct-Turbo,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Meta-Llama-3.1-70B-Instruct-Turbo,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Meta-Llama-3.1-8B-Instruct-Turbo,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Mistral-7B-Instruct-v0.2,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Mistral-7B-Instruct-v0.3,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Mixtral-8x22B-Instruct-v0.1,254,254,294,0.8639455782312925
DeepSeek-V2-Lite-Chat,Mixtral-8x7B-Instruct-v0.1,254,254,294,0.8639455782312925
DeepSeek-V2-Lite-Chat,OpenHermes-2.5-Mistral-7B,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Phi-3-medium-128k-instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Phi-3-medium-4k-instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Phi-3-mini-128k-instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Phi-3-mini-4k-instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Phi-3-small-128k-instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Phi-3-small-8k-instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Phi-3.5-MoE-instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Phi-3.5-mini-instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,QwQ-32B-Preview,218,218,394,0.5532994923857868
DeepSeek-V2-Lite-Chat,Qwen1.5-0.5B-Chat,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Qwen1.5-1.8B-Chat,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Qwen1.5-110B-Chat,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Qwen1.5-4B-Chat,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Qwen1.5-72B-Chat,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Qwen1.5-7B-Chat,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Qwen2-0.5B-Instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Qwen2-1.5B-Instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Qwen2-72B-Instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Qwen2-7B-Instruct,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Qwen2.5-72B-Instruct-Turbo,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,Qwen2.5-7B-Instruct-Turbo,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,Qwen2.5-Coder-32B-Instruct,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,Reflection-Llama-3.1-70B,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Smaug-Qwen2-72B-Instruct,40,40,294,0.1360544217687075
DeepSeek-V2-Lite-Chat,Starling-LM-7B-beta,294,294,294,1.0
DeepSeek-V2-Lite-Chat,Yi-6B-Chat,294,294,294,1.0
DeepSeek-V2-Lite-Chat,acm_rewrite_qwen2-72B-Chat,254,254,294,0.8639455782312925
DeepSeek-V2-Lite-Chat,amazon.nova-lite-v1:0,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,amazon.nova-micro-v1:0,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,amazon.nova-pro-v1:0,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,azerogpt,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,chatgpt-4o-latest-2025-01-29,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,chatgpt-4o-latest-2025-01-30,218,218,394,0.5532994923857868
DeepSeek-V2-Lite-Chat,chatgpt-4o-latest-2025-03-27,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,claude-3-5-haiku-20241022,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,claude-3-5-opus-20240229,0,0,298,0.0
DeepSeek-V2-Lite-Chat,claude-3-5-sonnet-20240620,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,claude-3-5-sonnet-20241022,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,claude-3-7-sonnet-20250219-base,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,claude-3-7-sonnet-20250219-thinking-25k,218,218,394,0.5532994923857868
DeepSeek-V2-Lite-Chat,claude-3-7-sonnet-20250219-thinking-64k,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,claude-3-haiku-20240307,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,claude-3-opus-20240229,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,claude-3-sonnet-20240229,294,294,294,1.0
DeepSeek-V2-Lite-Chat,codegen3_5k-qwen2.5-72b-instruct-2-chk-50,294,294,294,1.0
DeepSeek-V2-Lite-Chat,coding-meta-llama-3.1-70b-instruct-chk-50,294,294,294,1.0
DeepSeek-V2-Lite-Chat,coding2-amcfull-apifull-mmlu12k-meta-llama-3.1-70b-instruct-chk-150,294,294,294,1.0
DeepSeek-V2-Lite-Chat,command-a-03-2025,0,0,444,0.0
DeepSeek-V2-Lite-Chat,command-r-03-2024,294,294,344,0.8546511627906976
DeepSeek-V2-Lite-Chat,command-r-08-2024,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,command-r-plus-04-2024,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,command-r-plus-08-2024,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,deepseek-chat,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,deepseek-coder,294,294,294,1.0
DeepSeek-V2-Lite-Chat,deepseek-r1,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,deepseek-r1-distill-llama-70b,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,deepseek-r1-distill-qwen-32b,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,deepseek-r1-local,70,70,294,0.23809523809523808
DeepSeek-V2-Lite-Chat,deepseek-r1-local-2,218,218,394,0.5532994923857868
DeepSeek-V2-Lite-Chat,deepseek-v3,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,deepseek-v3-0324,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,dracarys2-72b-instruct,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,dracarys2-llama-3.1-70b-instruct,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemini-1.5-flash-001,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gemini-1.5-flash-002,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gemini-1.5-flash-8b-001,0,0,444,0.0
DeepSeek-V2-Lite-Chat,gemini-1.5-flash-8b-exp-0827,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gemini-1.5-flash-8b-exp-0924,218,218,394,0.5532994923857868
DeepSeek-V2-Lite-Chat,gemini-1.5-flash-exp-0827,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gemini-1.5-pro-001,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gemini-1.5-pro-002,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,gemini-1.5-pro-exp-0801,294,294,294,1.0
DeepSeek-V2-Lite-Chat,gemini-1.5-pro-exp-0827,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gemini-2.0-flash,0,0,394,0.0
DeepSeek-V2-Lite-Chat,gemini-2.0-flash-001,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemini-2.0-flash-exp,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemini-2.0-flash-lite-001,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemini-2.0-flash-lite-preview-02-05,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemini-2.0-flash-thinking-exp-01-21,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemini-2.0-flash-thinking-exp-1219,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemini-2.0-pro-exp-02-05,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemini-2.5-pro-exp-03-25,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemini-exp-1114,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gemini-exp-1121,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gemini-exp-1206,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemma-1.1-7b-it,294,294,294,1.0
DeepSeek-V2-Lite-Chat,gemma-2-27b-it,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,gemma-2-9b-it,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gemma-3-12b-it,0,0,444,0.0
DeepSeek-V2-Lite-Chat,gemma-3-27b-it,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gemma-3-4b-it,0,0,444,0.0
DeepSeek-V2-Lite-Chat,gpt-3.5-turbo-0125,294,294,294,1.0
DeepSeek-V2-Lite-Chat,gpt-3.5-turbo-1106,294,294,294,1.0
DeepSeek-V2-Lite-Chat,gpt-4-0125-preview,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gpt-4-0613,294,294,294,1.0
DeepSeek-V2-Lite-Chat,gpt-4-1106-preview,294,294,294,1.0
DeepSeek-V2-Lite-Chat,gpt-4-turbo-2024-04-09,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gpt-4.5-preview-2025-02-27,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,gpt-4o-2024-05-13,294,294,394,0.7461928934010152
DeepSeek-V2-Lite-Chat,gpt-4o-2024-08-06,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,gpt-4o-2024-11-20,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,gpt-4o-mini-2024-07-18,294,294,494,0.5951417004048583
DeepSeek-V2-Lite-Chat,grok-2,293,293,294,0.9965986394557823
DeepSeek-V2-Lite-Chat,grok-2-1212,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,grok-2-mini,293,293,294,0.9965986394557823
DeepSeek-V2-Lite-Chat,grok-3,218,218,344,0.6337209302325582
DeepSeek-V2-Lite-Chat,grok-3-beta,293,293,394,0.7436548223350253
DeepSeek-V2-Lite-Chat,grok-3-mini-reasoning-beta,218,218,394,0.5532994923857868
DeepSeek-V2-Lite-Chat,grok-beta,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,hermes-3-llama-3.1-70b,293,293,294,0.9965986394557823
DeepSeek-V2-Lite-Chat,hunyuan-turbos-20250313,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,lcb-math-qwen2-72b-instructv3-merged-50,293,293,294,0.9965986394557823
DeepSeek-V2-Lite-Chat,learnlm-1.5-pro-experimental,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,llama-2-7b-chat-hf,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,llama-3.1-nemotron-70b-instruct,293,293,294,0.9965986394557823
DeepSeek-V2-Lite-Chat,llama-3.3-70b-instruct-turbo,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,llama-4-maverick-17b-128e-instruct,180,180,494,0.3643724696356275
DeepSeek-V2-Lite-Chat,mathstral-7B-v0.1,293,293,294,0.9965986394557823
DeepSeek-V2-Lite-Chat,meta-llama-3-70b-instruct,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,meta-llama-3-8b-instruct,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,meta-llama-3.1-405b-instruct-turbo,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,meta-llama-3.1-70b-instruct-turbo,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,meta-llama-3.1-8b-instruct-turbo,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,mistral-7b-instruct-v0.2,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,mistral-large,0,0,394,0.0
DeepSeek-V2-Lite-Chat,mistral-large-2402,293,293,294,0.9965986394557823
DeepSeek-V2-Lite-Chat,mistral-large-2407,293,293,394,0.7436548223350253
DeepSeek-V2-Lite-Chat,mistral-large-2411,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,mistral-small-2402,293,293,394,0.7436548223350253
DeepSeek-V2-Lite-Chat,mistral-small-2409,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,mistral-small-2501,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,mistral-small-2503,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,mixtral-8x22b-instruct-v0.1,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,mixtral-8x7b-instruct-v0.1,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,o1,128,128,294,0.43537414965986393
DeepSeek-V2-Lite-Chat,o1-2024-12-17-high,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,o1-2024-12-17-low,218,218,394,0.5532994923857868
DeepSeek-V2-Lite-Chat,o1-2024-12-17-medium,218,218,394,0.5532994923857868
DeepSeek-V2-Lite-Chat,o1-mini-2024-09-12,293,293,494,0.5931174089068826
DeepSeek-V2-Lite-Chat,o1-preview-2024-09-12,293,293,394,0.7436548223350253
DeepSeek-V2-Lite-Chat,o3-mini-2025-01-31-high,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,o3-mini-2025-01-31-low,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,o3-mini-2025-01-31-medium,218,218,494,0.44129554655870445
DeepSeek-V2-Lite-Chat,olmo-2-1124-13b-instruct,218,218,394,0.5532994923857868
DeepSeek-V2-Lite-Chat,open-mistral-nemo,293,293,294,0.9965986394557823
DeepSeek-V2-Lite-Chat,open-mixtral-8x22b,40,40,494,0.08097165991902834
DeepSeek-V2-Lite-Chat,open-mixtral-8x7b,40,40,294,0.1360544217687075
DeepSeek-V2-Lite-Chat,perplexity-sonar-reasoning,38,38,294,0.1292517006802721
DeepSeek-V2-Lite-Chat,phi-3-medium-4k-instruct,0,0,344,0.0
DeepSeek-V2-Lite-Chat,phi-3-mini-128k-instruct,15,15,394,0.03807106598984772
DeepSeek-V2-Lite-Chat,phi-3-mini-4k-instruct,15,15,394,0.03807106598984772
DeepSeek-V2-Lite-Chat,phi-3-small-8k-instruct,0,0,344,0.0
DeepSeek-V2-Lite-Chat,phi-4,128,128,494,0.2591093117408907
DeepSeek-V2-Lite-Chat,qwen1.5-0.5b-chat,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,qwen1.5-1.8b-chat,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,qwen1.5-110b-chat,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,qwen1.5-4b-chat,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,qwen1.5-72b-chat,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,qwen1.5-7b-chat,15,15,294,0.05102040816326531
DeepSeek-V2-Lite-Chat,qwen2-72b-instruct,15,15,294,0.05102040816326531
